VISIT_AREA_NM,VISIT_AREA_MAIN_TYPE,VISIT_COUNT,VISIT_REASON,RES_CAFE
제주으뜸원펜션,24,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
여운쉐어하우스,24,7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
진성배낚시,13,4,"[0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]",2
아델카페,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1
언플러그,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
제주 올레길 14코스,7,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
탑볼링장,5,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
카이로스,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
울트라마린,11,9,"[0.222222, 0.444444, 0.0, 0.0, 0.222222, 0.0, 0.0, 0.0, 0.111111, 0.0, 0.0]",1
레이지피크닉,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
카페태희,11,6,"[0.166667, 0.333333, 0.0, 0.166667, 0.166667, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.0]",1
신해바라기분식 본점,11,15,"[0.333333, 0.266667, 0.0, 0.2, 0.133333, 0.0, 0.0, 0.066667, 0.0, 0.0, 0.0]",0
비스마일,11,2,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
제주항공우주호텔,24,4,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25]",2
오설록티뮤지엄 서광차밭,1,4,"[0.5, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",2
맥도날드 제주월드컵스타디움DT점,11,8,"[0.125, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.375, 0.25, 0.0, 0.0]",0
보말이네,11,3,"[0.0, 0.666667, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주성읍마을,7,25,"[0.4, 0.08, 0.0, 0.04, 0.04, 0.0, 0.0, 0.0, 0.24, 0.16, 0.04]",2
우연히그곳,11,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]",1
서실리책방,10,3,"[0.0, 0.333333, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0]",2
안친오름,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
제주기사정식뷔페,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0
513텐동 제주점,11,4,"[0.0, 0.75, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주미래교육연구원 과학탐구체험관,13,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",2
한라생태숲,1,12,"[0.333333, 0.166667, 0.0, 0.083333, 0.083333, 0.0, 0.0, 0.083333, 0.083333, 0.0, 0.166667]",2
나인스파빌,24,5,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.2]",2
펜션연리,24,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",2
목포고을,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주순풍 신제주본점,11,2,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
론푸드차이나,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
은희네해장국 서귀포점,11,10,"[0.1, 0.4, 0.1, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
유채꽃길에머문시간펜션,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
낙타트래킹,13,11,"[0.090909, 0.454545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.181818, 0.181818, 0.0, 0.090909]",2
유채꽃프라자,1,14,"[0.428571, 0.357143, 0.0, 0.071429, 0.071429, 0.0, 0.0, 0.0, 0.071429, 0.0, 0.0]",0
저지오름,1,5,"[0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0]",2
제주목 관아,2,18,"[0.333333, 0.055556, 0.0, 0.0, 0.166667, 0.111111, 0.0, 0.0, 0.166667, 0.166667, 0.0]",2
올레길 14코스(저지-한림 올레),7,4,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0]",2
낙천의자공원,1,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
올레길 14-1코스(저지-서광 올레),7,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",2
바언제주게스트하우스,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",2
올레길 13코스(용수-저지 올레),7,4,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25]",2
아지호스텔,24,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
파미유스파리조트,24,4,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0]",2
도주제김밥,11,12,"[0.0, 0.5, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.0]",0
퐁당제주,5,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
호텔골든데이지 서귀포오션,24,20,"[0.0, 0.15, 0.0, 0.0, 0.0, 0.15, 0.2, 0.45, 0.0, 0.0, 0.05]",2
스톤아일랜드 탭하우스,11,8,"[0.125, 0.125, 0.0, 0.0, 0.375, 0.125, 0.0, 0.0, 0.25, 0.0, 0.0]",0
뜨레비호텔,24,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
영주말가든,11,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
호텔가온제이스테이,24,4,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0]",2
송악산해물라면,11,3,"[0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0]",0
노마드인제주,24,3,"[0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0]",2
유원식당,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
CU 제주용해로점,10,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
CU 서귀천지점,10,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
산방산랜드,6,7,"[0.428571, 0.285714, 0.0, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.0]",2
하이하이볼,11,3,"[0.0, 0.666667, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0]",0
소낭게스트하우스 1호점,24,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주문화예술진흥원 제주문예회관,3,6,"[0.0, 0.166667, 0.0, 0.0, 0.166667, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.333333]",2
단백,11,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
오조리비앤비펜션,24,4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
서양차관,11,4,"[0.0, 0.75, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
아트스테이함덕비치,24,13,"[0.076923, 0.0, 0.0, 0.230769, 0.0, 0.0, 0.0, 0.384615, 0.0, 0.0, 0.307692]",2
게리가,11,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1
행원연대봉,7,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
제주신라호텔 히노데,11,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주신라호텔 와이너리,24,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
신라스테이 제주,24,20,"[0.05, 0.05, 0.0, 0.1, 0.05, 0.2, 0.15, 0.25, 0.0, 0.0, 0.15]",2
쉴만한물가,11,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
마농 제주본점,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
외도339,11,6,"[0.166667, 0.0, 0.0, 0.166667, 0.5, 0.166667, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주신화월드 셀렉더테이블,11,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.2, 0.0, 0.0, 0.0, 0.0]",0
신화돌담집,11,5,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]",0
불란지호스텔,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
광명식당,11,2,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주만석이펜션,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주자전거여행,13,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
해성도뚜리가든,11,4,"[0.0, 0.25, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
만선식당,11,8,"[0.0, 0.125, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.125, 0.0, 0.25]",0
제주에코스위츠,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",2
한라산국립공원 영실매표소,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
JB풀빌라 남원점,24,3,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
털보네고양이,11,4,"[0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]",0
맥도날드 제주시청DT점,11,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.333333]",0
하늘꽃카페,11,3,"[0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.333333]",1
유탑유블레스호텔 제주,24,22,"[0.181818, 0.272727, 0.0, 0.227273, 0.0, 0.090909, 0.090909, 0.090909, 0.0, 0.0, 0.045455]",2
라 플라주,11,7,"[0.428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.428571, 0.0, 0.142857]",0
순전이해녀김밥,11,12,"[0.083333, 0.416667, 0.0, 0.25, 0.0, 0.083333, 0.0, 0.0, 0.0, 0.0, 0.166667]",0
프로젝트064다방,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
바다다,11,13,"[0.307692, 0.307692, 0.0, 0.307692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.076923]",1
오조항,5,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
금빛감귤체험농원,13,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
무명화가의집게스트하우스,24,3,"[0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0]",2
백기해녀의집,11,6,"[0.0, 0.5, 0.0, 0.0, 0.166667, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0]",0
우뭇개동산,2,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
표선우동가게,11,11,"[0.0, 0.454545, 0.0, 0.0, 0.454545, 0.090909, 0.0, 0.0, 0.0, 0.0, 0.0]",0
교래흑돼지 본점,11,8,"[0.0, 0.625, 0.0, 0.0, 0.125, 0.125, 0.0, 0.0, 0.125, 0.0, 0.0]",0
에코랜드호텔,24,28,"[0.214286, 0.571429, 0.0, 0.071429, 0.107143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035714]",2
카페 동백,3,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
밀림원,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
서귀포농협하나로마트 천지간이점,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
닥그네할망,11,7,"[0.428571, 0.285714, 0.0, 0.0, 0.142857, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.0]",0
효퇴국수,11,10,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
홍회장보말칼국수,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
꽁순이네,11,3,"[0.0, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0]",0
금갈치타운,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0
그린데이 게스트하우스,24,14,"[0.0, 0.142857, 0.0, 0.0, 0.071429, 0.0, 0.0, 0.714286, 0.071429, 0.0, 0.0]",2
물항식당 본점,11,3,"[0.0, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0]",0
골목식당,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
빵귿,11,5,"[0.4, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
스시우다,11,2,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
사계의시간,11,10,"[0.0, 0.5, 0.0, 0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
더앨리 제주애월점,11,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
이스탄불케밥,11,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5]",0
추사유배지,2,5,"[0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.4, 0.4, 0.0]",2
오또도넛 서귀점,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주사랑렌트카,10,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.666667]",2
골드원호텔&스위트,24,4,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25]",2
흑돈향,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
24시국수회관,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
나니물휴게소,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
제주만복이네호떡,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
옷귀마테마타운 승마장,6,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
산도위치 제주본점,11,4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
코코마마 성산점,11,5,"[0.2, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
중문해장북어국,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
조유암펜션,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
솔펜션,24,13,"[0.230769, 0.0, 0.0, 0.0, 0.0, 0.076923, 0.076923, 0.461538, 0.0, 0.0, 0.153846]",2
제주감성소품,4,2,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]",2
버거요 제주본점,11,4,"[0.0, 0.75, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0
남매네흑돼지,11,5,"[0.2, 0.4, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
윤스타피자앤파스타,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
보야지,24,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.333333, 0.0, 0.0, 0.333333]",2
제주돌문화공원,1,12,"[0.25, 0.25, 0.0, 0.083333, 0.25, 0.0, 0.0, 0.0, 0.083333, 0.083333, 0.0]",2
대록산,1,2,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
동화로 연탄구이,11,3,"[0.0, 0.333333, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주베스트힐,24,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
교래향,11,5,"[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]",0
루시드엠,24,2,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
제주오케이렌터카,10,8,"[0.0, 0.0, 0.0, 0.0, 0.125, 0.25, 0.0, 0.25, 0.0, 0.0, 0.375]",2
창고망난돌,1,3,"[0.666667, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주하늘을날다,5,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
돈고팡 산방산점,11,2,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",0
산방댁,24,7,"[0.0, 0.571429, 0.0, 0.142857, 0.285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
꿈펜션,24,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
폴카페,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
애월온기,11,8,"[0.125, 0.5, 0.125, 0.0, 0.0, 0.125, 0.0, 0.125, 0.0, 0.0, 0.0]",0
한림수협위판장,4,3,"[0.0, 0.0, 0.0, 0.333333, 0.333333, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0]",2
호탕,11,3,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
한담공원,1,4,"[0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주에가면,11,8,"[0.125, 0.5, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.25, 0.0, 0.0]",0
제주소품관,10,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
히든스테이,24,10,"[0.0, 0.1, 0.0, 0.0, 0.1, 0.0, 0.7, 0.0, 0.0, 0.0, 0.1]",2
자드부팡,11,7,"[0.142857, 0.714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.0]",1
제주고집,11,4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
하루필름 애월점,10,9,"[0.555556, 0.222222, 0.0, 0.111111, 0.0, 0.0, 0.0, 0.0, 0.111111, 0.0, 0.0]",0
머룬스테이,24,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
대한불교조계종천왕사,2,11,"[0.363636, 0.272727, 0.0, 0.090909, 0.0, 0.0, 0.0, 0.0, 0.181818, 0.0, 0.090909]",2
논짓물식당,11,8,"[0.125, 0.5, 0.0, 0.125, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
천아계곡,1,12,"[0.583333, 0.25, 0.0, 0.083333, 0.083333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
서해안로24,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
한라흑돼지식당,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0
성산고궁보말손칼국수,11,4,"[0.0, 0.25, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
현대식당,11,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]",0
예소담,11,15,"[0.0, 0.466667, 0.0, 0.133333, 0.0, 0.066667, 0.0, 0.0, 0.266667, 0.0, 0.066667]",0
성산포사랑펜션,24,4,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]",2
용마마을,7,6,"[0.333333, 0.333333, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
에이팩토리 베이커리카페,11,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
제주i,10,10,"[0.2, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
올리브영 제주탑동점,10,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
러블리제주,10,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
플라이오조,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1
도두후레쉬,11,8,"[0.0, 0.75, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0]",0
에너벨리,11,2,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]",0
협재곶,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
카페인우도,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1
애월찜,11,8,"[0.125, 0.375, 0.0, 0.25, 0.125, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0]",0
국수나무 제주공항점,11,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.6, 0.0, 0.0]",0
설렘펜션,24,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",2
우도팔경동굴보트,5,2,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
몽상드애월,11,12,"[0.333333, 0.083333, 0.0, 0.083333, 0.25, 0.083333, 0.0, 0.0, 0.166667, 0.0, 0.0]",0
홍조단괴해빈,1,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
중문국수나라,11,3,"[0.0, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0]",0
씨에스호텔앤리조트,24,7,"[0.428571, 0.0, 0.0, 0.0, 0.428571, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.0]",2
은하감귤체험농장,13,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]",2
만미식당,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
대화해장국 화순점,11,4,"[0.0, 0.25, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0
스타벅스 제주송악산점,11,17,"[0.0, 0.058824, 0.0, 0.0, 0.0, 0.176471, 0.058824, 0.0, 0.588235, 0.0, 0.117647]",1
제주보말칼국수,11,4,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
고도500,11,2,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",0
동해미락,11,3,"[0.0, 0.333333, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
빽다방베이커리 제주사수점,11,36,"[0.111111, 0.361111, 0.0, 0.055556, 0.083333, 0.027778, 0.0, 0.222222, 0.138889, 0.0, 0.0]",1
